"CONTRACT_NUMBER","PATH","CONTRACT_ID","STATUS","DOCS_LOADED","DETAIL"
"SOW20260209dm","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260209dm","300000007916447","LOADED","2","2 document(s) uploaded to ContractId 300000007916447."
"SOW20260209PH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260209PH","300000007911802","LOADED","2","2 document(s) uploaded to ContractId 300000007911802."
"SOW20260209SP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260209SP","300000007911748","LOADED","2","2 document(s) uploaded to ContractId 300000007911748."
"SOW20260211-CC-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260211-CC-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260211-SIIDS-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260211-SIIDS-RCH","300000007912198","LOADED","2","2 document(s) uploaded to ContractId 300000007912198."
"SOW20260213CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260213CH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260213CSA","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260213CSA","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260213PLL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260213PLL","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260213RS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260213RS","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260217CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260217CS","300000007910982","LOADED","2","2 document(s) uploaded to ContractId 300000007910982."
"SOW20260220DK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260220DK","300000007917169","LOADED","2","2 document(s) uploaded to ContractId 300000007917169."
"SOW20260220PLL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260220PLL","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260220SH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260220SH","300000007915430","LOADED","2","2 document(s) uploaded to ContractId 300000007915430."
"SOW20260225GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260225GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260227DT","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260227DT","300000007912205","LOADED","2","2 document(s) uploaded to ContractId 300000007912205."
"SOW20260227PLL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260227PLL","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260227RS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260227RS","300000007913125","LOADED","2","2 document(s) uploaded to ContractId 300000007913125."
"SOW20260301AM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260301AM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260301LD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260301LD","300000007911786","LOADED","2","2 document(s) uploaded to ContractId 300000007911786."
"SOW20260302MB-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260302MB-1","300000007912152","LOADED","2","2 document(s) uploaded to ContractId 300000007912152."
"SOW20260303CS-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260303CS-2","300000007911756","LOADED","2","2 document(s) uploaded to ContractId 300000007911756."
"SOW20260303CS-3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260303CS-3","300000007911865","LOADED","2","2 document(s) uploaded to ContractId 300000007911865."
"SOW20260303CS-4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260303CS-4","300000007911892","LOADED","2","2 document(s) uploaded to ContractId 300000007911892."
"SOW20260303SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260303SV","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260304JR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260304JR","300000007912052","LOADED","2","2 document(s) uploaded to ContractId 300000007912052."
"SOW20260305CS-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260305CS-1","300000007911687","LOADED","2","2 document(s) uploaded to ContractId 300000007911687."
"SOW20260306SJ","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260306SJ","300000007911635","LOADED","2","2 document(s) uploaded to ContractId 300000007911635."
"SOW20260311RT","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260311RT","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260312CH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260312CH","300000007912059","LOADED","2","2 document(s) uploaded to ContractId 300000007912059."
"SOW20260312RL-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260312RL-1","300000007910944","LOADED","2","2 document(s) uploaded to ContractId 300000007910944."
"SOW20260312RL-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260312RL-2","300000007912031","LOADED","2","2 document(s) uploaded to ContractId 300000007912031."
"SOW20260313EL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260313EL","300000007912093","LOADED","2","2 document(s) uploaded to ContractId 300000007912093."
"SOW20260316BC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260316BC","300000007909988","LOADED","2","2 document(s) uploaded to ContractId 300000007909988."
"SOW20260317JP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260317JP","300000007911794","LOADED","2","2 document(s) uploaded to ContractId 300000007911794."
"SOW20260401MM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20260401MM","300000007910975","LOADED","2","2 document(s) uploaded to ContractId 300000007910975."
"SOW2026123LV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW2026123LV","300000007910991","LOADED","1","1 document(s) uploaded to ContractId 300000007910991."
"SOW20240205MB CH Procom-01","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\SOW20240205MB CH Procom-01","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240216TG-01-Apex Systems-AMD6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240216TG-01-Apex Systems-AMD6","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240306PH-MSA-Cascadia-CH-04-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240306PH-MSA-Cascadia-CH-04-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240308MH-AMD13","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240308MH-AMD13","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240611MB-CH-CGI-03","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240611MB-CH-CGI-03","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240619MB-1-AMD4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240619MB-1-AMD4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-Procom-CH-01-SSVBA-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240624SS-HADS-MSA-Procom-CH-01-SSVBA-RCH","300000007913926","LOADED","2","2 document(s) uploaded to ContractId 300000007913926."
"SOW20240624SS-HADS-MSA-Procom-CH03ITDM-NSH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240624SS-HADS-MSA-Procom-CH03ITDM-NSH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-SI System-CH-01-PCEM-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240624SS-HADS-MSA-SI System-CH-01-PCEM-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240624SS-HADS-MSA-SiSystems-CH-02-PMEUD-RCH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240624SS-HADS-MSA-SiSystems-CH-02-PMEUD-RCH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240729KF-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240729KF-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240731JM-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20240731JM-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241115JM-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241115JM-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241122BB-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241122BB-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC-1-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241205SC-1-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241205SC-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241205SC-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241205SC-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241224DY-CH-TEEMA-01-AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20241224DY-CH-TEEMA-01-AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250113ML-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250113ML-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250121KJ-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250121KJ-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127AD-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250127AD-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127PK-1-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250127PK-1-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250127PK-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250127PK-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250204JY-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250204JY-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250206JR","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250206JR","300000007913660","LOADED","2","2 document(s) uploaded to ContractId 300000007913660."
"SOW20250206JR-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250206JR-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250218DN-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250218DN-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB-AMD7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250303JB-AMD7","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB-AMD8","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250303JB-AMD8","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250303JB-AMD9","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250303JB-AMD9","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250328JR-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250328JR-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250520-SEMI-RCH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250520-SEMI-RCH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250526PH-MSA-Cascadia-CH-04","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250526PH-MSA-Cascadia-CH-04","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW2025070217597-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW2025070217597-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250725BG-REV1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250725BG-REV1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20250728CDG","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250728CDG","300000007914721","LOADED","2","2 document(s) uploaded to ContractId 300000007914721."
"SOW20250923CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250923CS","300000007916181","LOADED","2","2 document(s) uploaded to ContractId 300000007916181."
"SOW20250923CS-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20250923CS-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251002-PIA-RCH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251002-PIA-RCH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251020GM_AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251020GM_AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251105CL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251105CL","300000007912101","LOADED","2","2 document(s) uploaded to ContractId 300000007912101."
"SOW20251110-IMITPD-BH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251110-IMITPD-BH","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251125CS1-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251125CS1-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251125KM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251125KM","300000007916433","LOADED","2","2 document(s) uploaded to ContractId 300000007916433."
"SOW20251128AF-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251128AF-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20251201AB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251201AB","300000007909958","LOADED","2","2 document(s) uploaded to ContractId 300000007909958."
"SOW20251201CS7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251201CS7","300000007917010","LOADED","2","2 document(s) uploaded to ContractId 300000007917010."
"SOW20251205SAK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251205SAK","300000007911666","LOADED","6","6 document(s) uploaded to ContractId 300000007911666."
"SOW20251210JK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251210JK","300000007915445","LOADED","2","2 document(s) uploaded to ContractId 300000007915445."
"SOW20251215SF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251215SF","300000007916417","LOADED","2","2 document(s) uploaded to ContractId 300000007916417."
"SOW20251216AD","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251216AD","300000007916464","LOADED","2","2 document(s) uploaded to ContractId 300000007916464."
"SOW20251217CL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251217CL","300000007917142","LOADED","2","2 document(s) uploaded to ContractId 300000007917142."
"SOW20251217MB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20251217MB","300000007915407","LOADED","2","2 document(s) uploaded to ContractId 300000007915407."
"SOW20260102MB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260102MB","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260102MB-1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260102MB-1","300000007916425","LOADED","2","2 document(s) uploaded to ContractId 300000007916425."
"SOW20260102MB-2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260102MB-2","300000007915414","LOADED","2","2 document(s) uploaded to ContractId 300000007915414."
"SOW20260107BP","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260107BP","300000007915390","LOADED","2","2 document(s) uploaded to ContractId 300000007915390."
"SOW20260107MB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260107MB","300000007916440","LOADED","2","2 document(s) uploaded to ContractId 300000007916440."
"SOW20260107RL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260107RL","300000007917161","LOADED","2","2 document(s) uploaded to ContractId 300000007917161."
"SOW20260108SF","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260108SF","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260109IC","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260109IC","300000007911770","LOADED","2","2 document(s) uploaded to ContractId 300000007911770."
"SOW20260109ML","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260109ML","300000007917176","LOADED","2","2 document(s) uploaded to ContractId 300000007917176."
"SOW20260116ES","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260116ES","300000007917134","LOADED","2","2 document(s) uploaded to ContractId 300000007917134."
"SOW20260119DC-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260119DC-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260120CL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260120CL","300000007915438","LOADED","2","2 document(s) uploaded to ContractId 300000007915438."
"SOW20260123CM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260123CM","300000007917154","LOADED","2","2 document(s) uploaded to ContractId 300000007917154."
"SOW20260127SV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260127SV","300000007916409","LOADED","1","1 document(s) uploaded to ContractId 300000007916409."
"SOW20260129AM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260129AM","300000007913102","LOADED","2","2 document(s) uploaded to ContractId 300000007913102."
"SOW20260130CS","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260130CS","300000007915399","LOADED","2","2 document(s) uploaded to ContractId 300000007915399."
"SOW20260130ES-DELOITTE","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260130ES-DELOITTE","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260130PL","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260130PL","300000007916454","LOADED","2","2 document(s) uploaded to ContractId 300000007916454."
"SOW20260202GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260202GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20260206MB","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260206MB","300000007915422","LOADED","2","2 document(s) uploaded to ContractId 300000007915422."
"SOW20260209dm","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260209dm","300000007916447","LOADED","2","2 document(s) uploaded to ContractId 300000007916447."
"SOW20260220DK","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260220DK","300000007917169","LOADED","2","2 document(s) uploaded to ContractId 300000007917169."
"SOW20260220SH","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260220SH","300000007915430","LOADED","2","2 document(s) uploaded to ContractId 300000007915430."
"SOW20260225GM","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW20260225GM","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW2026123LV","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\Feb2026\SOW2026123LV","300000007910991","LOADED","1","1 document(s) uploaded to ContractId 300000007910991."
"SOW20230222SS-CCPM-RCH-AMD7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20230222SS-CCPM-RCH-AMD7","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20230324SS-BA-EIP-RCH-AMD7","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20230324SS-BA-EIP-RCH-AMD7","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240126SL-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240126SL-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240306PH-MSA-Cascadia-CH-02-AMD4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240306PH-MSA-Cascadia-CH-02-AMD4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240306PH-MSA-Cascadia-CH-03-AMD5","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240306PH-MSA-Cascadia-CH-03-AMD5","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240306PH-MSA-KPMG-CH-02_AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240306PH-MSA-KPMG-CH-02_AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240306PH-MSA-KPMG-CH-03-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240306PH-MSA-KPMG-CH-03-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240311AM-AMD6","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240311AM-AMD6","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240412SS-MMITS-RCH-AMD1","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240412SS-MMITS-RCH-AMD1","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240523MS-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240523MS-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240611MB-CH-TEEMA-04","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240611MB-CH-TEEMA-04","300000007874379","LOADED","2","2 document(s) uploaded to ContractId 300000007874379."
"SOW20240719KF-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240719KF-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20240726VK-AMD3","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20240726VK-AMD3","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241016OD-AMD4","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20241016OD-AMD4","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
"SOW20241212PD-AMD2","\\phsabc\root\HSSBC\SupplyChainAutomation\ConsultantContract\consultantcr\March2026\SOW20241212PD-AMD2","","CONTRACT NOT FOUND","0","Contract number does not exist in Oracle Fusion."
